regalCode;description;Retail Excl VAT;Trade Excl VAT;trade;retail;category;
RCP221-7;LightSYS Plus small plastic box + TMP;749.00;512.00;588.8;861.35;intr;
RCP221-8;LightSYS Plus large plastic box + TMP;1535.00;1059.00;1217.85;1765.25;intr;
;;;;0;0;intr;
Prices are subject to change without prior notice.;;;;0;0;intr;
E&OE. Valid until 31st March 2023.;Page: 30;;;0;0;intr;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;intr;
;;;;0;0;intr;
Trade Price List;;;;0;0;intr;
"CONTROL PANELS; BEAMS; DETECTORS AND ACCESSORIES";;;;0;0;intr;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;intr;
ProSYS PLUS;;;;0;0;intr;
CP180-3;ProSYS Plus Alarm Panel in Metal Box;5424.00;3893.00;4476.95;6237.6;intr;
RCP180;ProSYS Plus Kit Main Plus Power Supply;4593.00;2977.00;3423.55;5281.95;intr;
RCP165-3-1;PROSYS Metal Box White;762.00;532.80;612.72;876.3;intr;
ProSYS PLUS Keypad;;;;0;0;intr;
CP181-1;ProSYS LCD Keypad with icons;1859.00;1299.82;1494.793;2137.85;intr;
CP181-8;"Elegant Keypad; White w/Prox";2939.00;2011.00;2312.65;3379.85;intr;
CP182-8;"Elegant Keypad; Black w/ Prox";2924.30;1998.00;2297.7;3362.945;intr;
CP181-9;Panda Wired Keypad without Prox;2088.00;1461.00;1680.15;2401.2;intr;
CP181-10;RisControl IPS Touchscreen KP;6594.00;4512.00;5188.8;7583.1;intr;
CP182-7;LightSYS Panda Wireless Keypad 868MHz;2608.00;1825.00;2098.75;2999.2;intr;
CP182-10;Risco 2-Way Wireless Slim White Keypad;2297.00;1582.80;1820.22;2641.55;intr;
ProSYS PLUS Connect;;;;0;0;intr;
CP184;ProSYS Plus & LightSYS IP Plug-in Module;1424.10;973.00;1118.95;1637.715;intr;
CP207;ProSYS Plus PSTN Plug-in Module;1282.00;883.20;1015.68;1474.3;intr;
CP208-2;LightSYS Plus 4G Module + Antenna - EU;3124.00;2149.00;2471.35;3592.6;intr;
CP208-3;LightSYS2 4G Module plus Antenna;3170.00;2169.00;2494.35;3645.5;intr;
CP209-1;ProSYS Plus Plug-in 2GModule - Metal Box;2683.00;1849.00;2126.35;3085.45;intr;
ProSYS PLUS Expanded;;;;0;0;intr;
CP169;Expander Single Zone Bus;326.00;223.00;256.45;374.9;intr;
CP171-2;ProSYS Plus 16 zone expander;1446.00;997.20;1146.78;1662.9;intr;
CP172-1;LightSYS2 & ProSYS Plus 4 Relay Output;1503.00;1028.00;1182.2;1728.45;intr;
CP179;LightSYS2 & ProSYS Plus 8 zone expander;838.00;573.00;658.95;963.7;intr;
CP189;LightSys & ProSys plus 32 Zone WL Rec 43;1353.00;935.00;1075.25;1555.95;intr;
CP189-1;LightSys & ProSys Plus 32 Zone WL Rec 86;1256.00;859.00;987.85;1444.4;intr;
ProSYS PLUS PSU;;;;0;0;intr;
CP174-1;PROSYS PSU Bus pcb Exp 3A 16VAC Input;2095.90;1432.00;1646.8;2410.285;intr;
CP174-2;"L & P 3A PSU w/ 2 outputs; Metal Box";3209.00;2196.00;2525.4;3690.35;intr;
CP174-3;Supervised 3A Power Supply PCB w/ 2 O;2507.00;1728.00;1987.2;2883.05;intr;
CP174-4;ProSYS BASIC B2BOX Only  + Tamper Switch;1300.00;896.00;1030.4;1495;intr;
RCP221-3;4.5Amp Power Supply without AC cable;708.00;485.00;557.75;814.2;intr;
ProSYS PLUS License;;;;0;0;intr;
CPS001;ProSYS Plus Single Zone License;68.00;45.60;52.44;78.2;intr;
;;;;0;0;intr;
Prices are subject to change without prior notice.;;;;0;0;intr;
E&OE. Valid until 31st March 2023.;Page: 31;;;0;0;intr;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;intr;
;;;;0;0;intr;
Trade Price List;;;;0;0;intr;
"CONTROL PANELS; BEAMS; DETECTORS AND ACCESSORIES";;;;0;0;intr;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;intr;
Risco Indoor Wired;;;;0;0;intr;
BD151-1;PIR Zodiac Quad;237.00;120.00;138;272.55;intr;
BD151-10;PIR Bracket Zodiac;14.00;8.40;9.66;16.1;intr;
BD152;PIR iWise Anti-Cloak;895.00;618.00;710.7;1029.25;intr;
BD152-7;PIR Bracket iWise Wall Mnt;143.50;98.00;112.7;165.025;intr;
BD152-8;PIR Bracket iWise Ceiling Mnt;143.50;98.00;112.7;165.025;intr;
BD156-5;PIR WatchIn DT AM Ind Detector;4049.00;2791.20;3209.88;4656.35;intr;
BD157;PIR BWare DT Grade 2;786.00;536.00;616.4;903.9;intr;
BD157-1;PIR BWare DT AM Grade 3 15m;1396.00;955.00;1098.25;1605.4;intr;
BD157-3;PIR BWare DT Bus Grade 2 15m;919.00;634.00;729.1;1056.85;intr;
BD157-8;PIR BWare Wall or Ceiling Mnt Bracket;143.50;98.00;112.7;165.025;intr;
BD157-9;PIR BWare QUAD AM Grade 3;918.00;628.00;722.2;1055.7;intr;
BD160-1;PIR Lunar 360 Deg Ceiling Mnt;761.10;520.00;598;875.265;intr;
BD184-4;PIR Digi-Sense 12m 32kg Pet;399.00;278.00;319.7;458.85;intr;
BD184-9;Digi-Sense Swivel Bracket for Quad 12m;43.00;29.00;33.35;49.45;intr;
BD154-1;PIR Lunar Ind 8.6m 360 Deg;3144.00;2173.00;2498.95;3615.6;intr;
BD154-4;PIR Lunar Ind Programmer;1785.00;1230.00;1414.5;2052.75;intr;
BD156-5;PIR WatchIn DT AM Ind Detector;4049.00;2791.20;3209.88;4656.35;intr;
Risco Detect;;;;0;0;intr;
BD80;Seismic Detector;3523.00;2466.00;2835.9;4051.45;intr;
BD170;ShockTec Digital Detector;652.00;446.00;512.9;749.8;intr;
BD155-5;GBD Vitron Plus RG71FM Glass Break Detec;642.00;449.00;516.35;738.3;intr;
BD155-1;Vitron Glass Break Detector Bracket RG 6;25.00;17.00;19.55;28.75;intr;
BD155-2;Vitron Glass Break Detector Tester;2767.00;1893.00;2176.95;3182.05;intr;
Risco Outdoor Wired;;;;0;0;intr;
BD161;WatchOut DT AM Out Detector;3855.00;2698.00;3102.7;4433.25;intr;
BD161-5;PIR WatchOut Swivel Bracket;252.00;172.00;197.8;289.8;intr;
BD161-6;PIR WatchOut Pole Mnt Bracket;375.00;258.00;296.7;431.25;intr;
BD161-8;PIR WatchOut Conduit Adaptor Bracket;137.00;93.60;107.64;157.55;intr;
BD161-9;PIR WatchOut Swivel Conduit Adaptor Brac;232.00;159.60;183.54;266.8;intr;
BD162;PIR Beyond DT Anti-Masking Out Detector;2612.50;1785.00;2052.75;3004.375;intr;
BD162-9;PIR Beyond 180 Deg Swivel Bracket for BD;467.00;319.00;366.85;537.05;intr;
;;;;0;0;intr;
Prices are subject to change without prior notice.;;;;0;0;intr;
E&OE. Valid until 31st March 2023.;Page: 32;;;0;0;intr;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;intr;
;;;;0;0;intr;
Trade Price List;;;;0;0;intr;
"CONTROL PANELS; BEAMS; DETECTORS AND ACCESSORIES";;;;0;0;intr;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;intr;
Risco Wireless;;;;0;0;intr;
CP189-1;LightSys & ProSys Plus 32 Zone WL Rec 86;1256.00;859.00;987.85;1444.4;intr;
BD154-6;PIR 2-Way WL iWave DT 868 MHz;1447.00;997.20;1146.78;1664.05;intr;
BD154-7;PIR 2-Way WL iWave DT Pet 868 MHz;1415.00;990.00;1138.5;1627.25;intr;
BD154-8;PIR 2-Way WL iWave PIR 868 MHz;1234.00;844.00;970.6;1419.1;intr;
BD154-9;PIR 2-Way WL iWave Pet 868 MHz;1042.00;729.00;838.35;1198.3;intr;
BD156-9;PIR 12m Out Curtain AM WL IP67 868 MHz;1898.00;1328.00;1527.2;2182.7;intr;
BD163-1;PIR WatchOut 2-Way WL 868 MHz;3454.00;2395.00;2754.25;3972.1;intr;
MC42-2;2-Way Door Window Contact 868 MHz;1117.00;764.00;878.6;1284.55;intr;
MC42-3;2-Way Multi Function Contacts 868Mhz;991.00;679.00;780.85;1139.65;intr;
BD172-1;1-Way WL Shock Detector 868 MHz;657.00;452.40;520.26;755.55;intr;
BD172-2;1-Way WL Shock Contact 868 MHz;1396.00;962.00;1106.3;1605.4;intr;
BD172-3;1-Way WL Glass break Detector 868 MHz;1382.85;967.99;1113.1885;1590.2775;intr;
FR41;Smoke & Heat Detector 1 & 2-Way 868 MHz;2065.00;1423.20;1636.68;2374.75;intr;
SW153-3;Keyfob 2 Button Panic 868 MHz;643.00;442.80;509.22;739.45;intr;
SW153-4;2-Way WL Remote Control 868 MHz;1043.00;718.80;826.62;1199.45;intr;
SW153-5;Risco 8 Buttons 2Way KeyFob 868MHz;1070.00;736.90;847.435;1230.5;intr;
SW153-6;Risco Panda 2Way KeyFob 868MHz;838.00;573.00;658.95;963.7;intr;
SW156;Wristband Panic Transmitter 868 MHz;928.00;649.00;746.35;1067.2;intr;
Risco VUpoint;;;;0;0;intr;
CC253-4;Cam 2MP VU Point PoE Bullet;2840.00;1959.00;2252.85;3266;intr;
CC253-5;Cam 2MP VU Point WiFi Dome;2565.00;1782.00;2049.3;2949.75;intr;
CC253-6;Cam 2MP VU Point WiFi Bullet;2780.00;1946.00;2237.9;3197;intr;
Risco App;;;;0;0;intr;
CPS002;iRisco App Andriod & iOS v 4.2.2;-;-;#VALUE!;#VALUE!;intr;
CPS003;VUpoint Non-Risco Cam License;988.00;691.00;794.65;1136.2;intr;
Risco Control;;;;0;0;intr;
CPW01;Z-wave 16A 3Pin Power Switch;1329.00;930.00;1069.5;1528.35;intr;
CPW02;Z-wave Flood + Humidity + Temperature;1055.00;738.00;848.7;1213.25;intr;
CPW03;Z-wave In Wall Dual Relay (1 Way) Switch;1080.00;756.00;869.4;1242;intr;
;;;;0;0;intr;
Prices are subject to change without prior notice.;;;;0;0;intr;
E&OE. Valid until 31st March 2023.;Page: 33;;;0;0;intr;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;intr;
;;;;0;0;intr;
Trade Price List;;;;0;0;intr;
"CONTROL PANELS; BEAMS; DETECTORS AND ACCESSORIES";;;;0;0;intr;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;intr;
;IDS CONTROL PANELS & ACCESSORIES;;;0;0;intr;
CP46-4;IDS 805 Alarm Panel - Comms;1171.50;820.00;943;1347.225;intr;
CP46-5;IDS 805 Alarm Panel - No Comms;1099.00;769.00;884.35;1263.85;intr;
CP46-6;IDS 806 8 Zone Alarm Panel 24VDC;1017.70;712.35;819.2025;1170.355;intr;
CP60;IDS X16 - Panel - 8 Zone Exp to 16 Zones;1365.00;955.00;1098.25;1569.75;intr;
CP60-1;IDS X16 8 Zone Alarm Panel Exp 24VDC;1344.30;941.00;1082.15;1545.945;intr;
CP60-4;IDS X16 8Zone Alarm Panel incl 24VDC PSU;1610.00;1127.00;1296.05;1851.5;intr;
CP51-1;IDS X64 Serial - 8 Zone Alarm Panel Expa;1542.90;1080.00;1242;1774.335;intr;
CP51-2;IDS X64 - 8Z Alarm Panel incl 24VDC PSU;1763.00;1234.00;1419.1;2027.45;intr;
IDS KEYPADS;;;;0;0;intr;
CP48-4;IDS 806 8 Zone Alarm Keypad;777.20;544.00;625.6;893.78;intr;
CP52;IDS XSeries - 16 Zone LED Classic Keypad;855.80;599.00;688.85;984.17;intr;
CP52-1;IDS XSeries - 16 Zone LED Curve Keypad;920.00;644.00;740.6;1058;intr;
CP52-2;IDS XSeries - Multi LCD Curve Keypad;1271.50;890.00;1023.5;1462.225;intr;
CP52-4;IDS XSeries Soft Touch White LCD Keypad;1382.90;968.00;1113.2;1590.335;intr;
CP52-5;IDS XSeries Soft Touch Black LCD Keypad;1384.30;969.00;1114.35;1591.945;intr;
;;;;0;0;intr;
;IDS ZONE EXPANDERS;;;0;0;intr;
CP53;IDS XSeries - 8 Zone Expander 9-16 Zone;291.50;204.00;234.6;335.225;intr;
CP64-1;IDS XSeries 8 Zone Smart Bus Exp Module;440.00;308.00;354.2;506;intr;
CP64-4;IDS XSeries 8 Zone Smart Expander;468.60;328.00;377.2;538.89;intr;
;;;;0;0;intr;
;IDS ANCILLARY DEVICES;;;0;0;intr;
CP54;IDS XSeries - Bus Receiver 2 Relay;550.00;385.00;442.75;632.5;intr;
CP55-3;IDS DTMF Radio Interface Plug-in Module;192.90;135.00;155.25;221.835;intr;
CP57;IDS XSeries SMS Module;1457.20;1020.00;1173;1675.78;intr;
CP62-2;IDS XSeries RS485 Key Bus Isolator;505.80;354.00;407.1;581.67;intr;
CP64;IDS X-SPS Smart Power Supply;845.80;592.00;680.8;972.67;intr;
CP64-1;IDS XSeries 8 Zone Smart Bus Exp Module;440.00;308.00;354.2;506;intr;
CP64-2;IDS XSeries 8 Ch Output Exp 8 x 1A Relay;960.00;672.00;772.8;1104;intr;
CP48-9;IDS 806 Wireless Receiver Add-on Module;280.00;196.00;225.4;322;intr;
CP48-10;IDS Serial Interface Cable;438.00;306.00;351.9;503.7;intr;
CP48-12;IDS Remote Rx Analogue Bus 2 Channel 3A;487.20;341.00;392.15;560.28;intr;
CP62-3;IDS 805 Key-Bus Interface Module;377.20;264.00;303.6;433.78;intr;
SW195;IDS 4 Button Transmitter;193.50;135.40;155.71;222.525;intr;
SW195-6;IDS XSeries Remote Receiver Kit;795.80;557.00;640.55;915.17;intr;
CP43-2;IDS 805 Control Card N/Comms;989.00;692.00;795.8;1137.35;intr;
CP43-3;IDS 805 Control Card W/Comms;1028.60;720.00;828;1182.89;intr;
CP60-2;IDS X16 8 Zone Alarm PCB Only;1949.00;1364.00;1568.6;2241.35;intr;
CP60-3;IDS X16 8 Zone Alarm PCB Only 24VDC;1345.00;941.00;1082.15;1546.75;intr;
CP43-4;IDS X64 Control Card;1438.20;1334.00;1534.1;1653.93;intr;
CP43-6;IDS X64 Series Panel Control Card;1407.20;985.00;1132.75;1618.28;intr;
PS86;IDS 806 & XSeries Alarm Panel PSU 24VDC;302.90;212.00;243.8;348.335;intr;
;IDS WIRELESS OPTEX XWAVE DEVICES;;;0;0;intr;
CP63;Xwave Bus 16 Wireless Zone Expander;1128.60;790.00;908.5;1297.89;intr;
CP63-2;Xwave2 Bi-Directional Wireless Bus Hub;898.60;629.00;723.35;1033.39;intr;
CP63-3;Xwave2 Input Output Module;612.90;429.00;493.35;704.835;intr;
CP63-4;Xwave Wireless Repeater Module;1437.20;1006.00;1156.9;1652.78;intr;
MC43-1;Xwave2 Wireless Door Contact - WHITE;492.90;345.00;396.75;566.835;intr;
MC43-2;Xwave2 Wireless Door Contact - BROWN;492.90;345.00;396.75;566.835;intr;
SW157-1;Xwave 8Ch Standalone Wireless Receiver;1097.20;768.00;883.2;1261.78;intr;
SW157-5;Xwave2 5 Button Remote;427.20;299.00;343.85;491.28;intr;
SW157-6;IDS Xwave Remote;204.30;143.00;164.45;234.945;intr;
SW157-7;IDS Xwave Remote Transmitter;198.60;139.00;159.85;228.39;intr;
CP62-6;HYYP Module for 806 Alarm Panel;2143.00;1500.00;1725;2464.45;intr;
CP62-7;HYYP Dialler Interface;113.00;79.00;90.85;129.95;intr;
CP62-8;HYYP Modem;2541.50;1779.00;2045.85;2922.725;intr;
CP62-9;HYYP Base Station;6618.00;4632.00;5326.8;7610.7;intr;
CP62-10;HYYP Hub V2 bi-directional GSM M;2458.00;1720.00;1978;2826.7;intr;
CP62-13;HYYP Plug-in App Module X Series & 806;2178.00;1524.00;1752.6;2504.7;intr;
CP62-14;IDS HYYP IP Module;1214.30;850.00;977.5;1396.445;intr;
CP62-15;IDS HYYP GSM Module for X Series Serial;2210.00;1547.00;1779.05;2541.5;intr;
;;;;0;0;intr;
Prices are subject to change without prior notice.;;;;0;0;intr;
E&OE. Valid until 31st March 2023.;Page: 34;;;0;0;intr;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;intr;
;;;;0;0;intr;
Trade Price List;;;;0;0;intr;
"CONTROL PANELS; BEAMS; DETECTORS AND ACCESSORIES";;;;0;0;intr;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;intr;
;IDS WIRELESS OPTEX XWAVE DETECTORS;;;0;0;intr;
BD60;Optex Xwave Wireless VXI OD WA Dual PIR;2728.60;1910.00;2196.5;3137.89;intr;
BD60-1;Optex Xwave WL VXI AM OD WA Dual PIR;2914.30;2040.00;2346;3351.445;intr;
BD60-2;Optex Xwave Wireless VXI AM MW Outdoor;2998.60;2099.00;2413.85;3448.39;intr;
BD60-5;Optex Xwave2 VXI WL OD LM WA Dual PIR;2950.00;2065.00;2374.75;3392.5;intr;
BD60-6;Optex Xwave2 VXI AM WL OD LM WA Dual PIR;3142.90;2200.00;2530;3614.335;intr;
BD60-7;Optex Xwave2 VXI RDAM WL OD LM WA DT AM;3428.60;2400.00;2760;3942.89;intr;
BD70-2;PIR Optex VXI-R WL Out Low Mnt Wide Angl;2412.90;1689.00;1942.35;2774.835;intr;
BD70-8;Optex Xwave WXI-R 180Deg Wireless OD Pet;3855.80;2699.00;3103.85;4434.17;intr;
BD70-13;Optex Xwave2 WXI-RAM 180 Wireless OD AM;4221.50;2955.00;3398.25;4854.725;intr;
BD86-7;Optex XWave2 BXS Shield Wireless Outdoor;2712.90;1899.00;2183.85;3119.835;intr;
BD61;Optex Xwave Wireless BX80 OD Dual LR PIR;2322.00;1499.20;1724.08;2670.3;intr;
BD61-1;Optex Xwave Wireless HX80 AM OD LR PIR;4230.00;2961.00;3405.15;4864.5;intr;
BD61-5;Optex Xwave2 BX80 WL Outdoor Dual LR PIR;2356.00;1649.00;1896.35;2709.4;intr;
BD61-6;Optex Xwave2 HX80 RAM WL OD HM LR AM PIR;4381.50;3067.00;3527.05;5038.725;intr;
BD62;Optex Xwave Wireless HX40 AM OD Dual LR;3328.60;2330.00;2679.5;3827.89;intr;
BD63;Optex Xwave Wireless FIT OD Compact PIR;1432.90;1003.00;1153.45;1647.835;intr;
BD63-1;Optex Xwave Wireless FIT AM OD Cpt PIR;1755.80;1229.00;1413.35;2019.17;intr;
BD63-2;Optex Xwave Wireless FIT AM OD PIR LC;1500.00;1050.00;1207.5;1725;intr;
BD63-5;Optex Xwave2 FIT Wireless Outdoor Compac;1669.30;1168.50;1343.775;1919.695;intr;
;;;;0;0;intr;
BD65-1;Optex Xwave Wireless WNX 40 Pet PIR;726.90;508.80;585.12;835.935;intr;
BD65-2;Optex Xwave WL WFX 360 Ceiling Mount PIR;1378.60;965.00;1109.75;1585.39;intr;
BD65-3;Optex Xwave WL CX 702 Industrial ID PIR;1537.20;1076.00;1237.4;1767.78;intr;
BD65-5;Optex Xwave2 WNX 40 Wireless ID PIR PET;808.60;566.00;650.9;929.89;intr;
;;;;0;0;intr;
BD66-5;Optex Infinity 120 WL OD PIR  Req Tx;1907.20;1335.00;1535.25;2193.28;intr;
BD66-6;Optex Infinity 120 WL OD PIR MWAB Req Tx;2480.00;1736.00;1996.4;2852;intr;
BD66-7;Optex Xwave Infinity 120 WL OD PIR SPet;2104.30;1473.00;1693.95;2419.945;intr;
BD64-4;Optex Xwave Wireless Beam 60m Single Ch;4191.50;2934.00;3374.1;4820.225;intr;
BA39;BATT SAFT Lithium 3.6V - Optex Xwave AX;490.00;343.00;394.45;563.5;intr;
;DSC CONTROL PANELS & ACCESSORIES;;;0;0;intr;
CP69-3;DSC - Power 8 Alarm Panel + PC1555 LED K;2135.00;1494.00;1718.1;2455.25;intr;
CP76;DSC - Alarm Panel PC1864NK 8 exp to 64 Z;2340.00;1638.00;1883.7;2691;intr;
CP76-1;DSC NEO 64 Zone Control Panel HS2064NKZA;2369.00;1658.30;1907.045;2724.35;intr;
CP07-1;DSC - Keypad 8 Zone LED PC1555Z;909.00;636.00;731.4;1045.35;intr;
CP70-1;DSC - Keypad 16 Zone LED PK5516E1;1056.00;739.00;849.85;1214.4;intr;
CP77;DSC NEO  HS2LCDE1 Keypad - Full Message;1073.00;785.00;902.75;1233.95;intr;
CP75-1;DSC - Keypad LCD PK5500E1;1348.00;943.00;1084.45;1550.2;intr;
CP71;DSC - PC5108 8 Zone Expander Module;480.00;336.00;386.4;552;intr;
CP78;DSC - PC5208 8Z Output Module;943.00;660.00;759;1084.45;intr;
CP78-1;DSC NEO  HSM2108 8 Zone Expander;589.00;412.00;473.8;677.35;intr;
CP78-9;DSC NEO Wireless Host Transceiver 868MHz;3713.00;2599.00;2988.85;4269.95;intr;
BD104-4;PIR - DSC NEO Wireless Pet 868MHz;1186.00;830.00;954.5;1363.9;intr;
MC45-3;DSC NEO Wireless Door Contact 868MHz;982.00;687.00;790.05;1129.3;intr;
SW147-3;DSC NEO KEYFOB 868MHz;660.00;462.00;531.3;759;intr;
;;;;0;0;intr;
Prices are subject to change without prior notice.;;;;0;0;intr;
E&OE. Valid until 31st March 2023.;Page: 35;;;0;0;intr;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;intr;
;;;;0;0;intr;
Trade Price List;;;;0;0;intr;
"CONTROL PANELS; BEAMS; DETECTORS AND ACCESSORIES";;;;0;0;intr;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;intr;
;SECURI-PROD PERIMETER ALARM PANEL;;;0;0;intr;
CP01;4 Zone Perimeter Alarm Panel;1300.00;878.00;1009.7;1495;intr;
;SECURI-PROD PERIMETER BEAMS;;;0;0;intr;
BD122;SP Dual IR Beams 30m;645.00;459.00;527.85;741.75;intr;
BD123;SP Dual IR Beams 60m;981.00;668.00;768.2;1128.15;intr;
BD124;SP Dual IR Beams 100m;1318.00;898.00;1032.7;1515.7;intr;
;SECURI-PROD STRIP BEAMS;;;0;0;intr;
BD252-4;SP IR Strip Beam 2-Beam 40m;719.00;494.00;568.1;826.85;intr;
BD254-3;SP IR Strip Beam 4-Beam 30m;1699.00;1159.00;1332.85;1953.85;intr;
BD256-3;SP IR Strip Beam 6-Beam 30m;1816.00;1239.00;1424.85;2088.4;intr;
BD256-7;SP IR Strip Beam 6-Beam 70m;1926.00;1314.00;1511.1;2214.9;intr;
BD258-3;SP IR Strip Beam 8-Beam 30m;2788.00;1899.00;2183.85;3206.2;intr;
;CROW PASSIVES & DETECTORS - INDOOR;;;0;0;intr;
BD42-8;PIR - Crow Swan Digital Quad 18m 25Kg;247.00;169.00;194.35;284.05;intr;
BD42-9;Bracket Crow PIR Mnt for Swan & Neo;83.00;58.00;66.7;95.45;intr;
;PASSIVES & DETECTORS - INDOOR;;;0;0;intr;
BD99-1;PIR - Optex RX Core Saver Wired Indoor;182.90;128.00;147.2;210.335;intr;
BD99-3;PIR Optex RX40PT Pet;373.00;261.00;300.15;428.95;intr;
BD99-4;PIR - Optex Quad Logic incl Brkt RXC-ST;235.80;165.00;189.75;271.17;intr;
BD99-7;PIR Optex CX 702 Wired Industrial Indoor;1371.50;960.00;1104;1577.225;intr;
BD99-8;Optex CDX NAM Indoor PIR AM 24 x 15m Gr3;1214.30;850.00;977.5;1396.445;intr;
BD99-9;Optex RXC DT X5 Wired Industrial PIR;735.80;515.00;592.25;846.17;intr;
BD99-2;PIR Optex Bracket CA1W;218.60;153.00;175.95;251.39;intr;
BD39;PIR Paradox Pro 12m PA1081/476+;288.00;201.00;231.15;331.2;intr;
BD39-1;PIR Paradox PMD75 WL Digital Pet 40kg PA;1530.00;1071.00;1231.65;1759.5;intr;
BD42-4;PIR - Paradox Digiguard 75 Pet 40Kg;610.00;427.00;491.05;701.5;intr;
;;;;0;0;intr;
Prices are subject to change without prior notice.;;;;0;0;intr;
E&OE. Valid until 31st March 2023.;Page: 36;;;0;0;intr;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;intr;
;;;;0;0;intr;
Trade Price List;;;;0;0;intr;
"CONTROL PANELS; BEAMS; DETECTORS AND ACCESSORIES";;;;0;0;intr;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;intr;
;PASSIVES & DETECTORS - OUTDOOR;;;0;0;intr;
BD129;PIR - Askari Outdoor Dual 5-22m 108 Deg;1405.00;983.00;1130.45;1615.75;intr;
BD132;SP Out Detector Dual PIR MW;875.00;545.00;626.75;1006.25;intr;
BD132-1;SP Bracket 180 Deg for BD132 Out Detecto;70.00;49.80;57.27;80.5;intr;
BD39-5;PIR Paradox DG85 Out W/Pet Lens Bracket;2086.00;1460.00;1679;2398.9;intr;
BD40-2;PIR - Paradox NV780MX Dual Side AM OD;2426.00;1698.00;1952.7;2789.9;intr;
BD39-9;PIR - Paradox Wireless MG-PMD2;1158.00;810.00;931.5;1331.7;intr;
BD39-10;PIR Paradox PMD85 Out WL 2 Lens PA-3730;2583.00;1808.00;2079.2;2970.45;intr;
BD39-12;PIR - Paradox Window & Door Dual AM Pet;1895.00;1326.00;1524.9;2179.25;intr;
BD40;PIR - Paradox NVR780MR Dual WL AM OD;3460.00;2422.00;2785.3;3979;intr;
BD70-3;PIR Optex VXI-ST Infinity Out Wide Angle;2414.30;1690.00;1943.5;2776.445;intr;
BD70-4;PIR - Optex WXI-ST Infinity Outdoor 180;3457.20;2420.00;2783;3975.78;intr;
BD70-5;PIR - Optex VXS Shield Outdoor 12m WA AM;2707.20;1895.00;2179.25;3113.28;intr;
BD70-6;PIR - Optex VXS Shield Outdoor 12m WA MW;3130.00;2191.00;2519.65;3599.5;intr;
BD70-10;PIR - Optex VXS WL OD LM AM LC excl Tx;2935.00;2054.50;2362.675;3375.25;intr;
BD70-12;PIR - Optex WXI-R 180 Deg WL OD excl Tx;3671.50;2570.00;2955.5;4222.225;intr;
BD70-16;PIR - Optex VXI AM Wired Outdoor Dual;2541.50;1779.00;2045.85;2922.725;intr;
BD71;PIR Optex HX40 Wired Out Dual Wide Angle;2427.20;1699.00;1953.85;2791.28;intr;
BD72;PIR - Optex HX80NAMC Wired Outdoor Dual;3750.00;2625.00;3018.75;4312.5;intr;
BD86;PIR - Optex BX80N Boundary Guard;1786.00;1087.80;1250.97;2053.9;intr;
BD86-1;PIR - Optex BX80NR WL OD Dual LR excl Tx;1932.90;1353.00;1555.95;2222.835;intr;
BD86-5;PIR - Optex BXS Shield Wired Outdoor;2030.00;1421.00;1634.15;2334.5;intr;
BD86-6;PIR - Optex BXS Shield Wired Outdoor AM;2982.90;2088.00;2401.2;3430.335;intr;
BD86-8;PIR - Optex BXS Shield WL Outdoor AM LC;2955.80;2069.00;2379.35;3399.17;intr;
BD87;PIR Optex LX402C Wide Angle;942.90;660.00;759;1084.335;intr;
BD126;PIR Takex Outdoor 14 lenses 90 Degree;1356.00;949.00;1091.35;1559.4;intr;
BD126-1;PIR Takex Outdoor Dual Pet 180 Degree;2322.00;1625.00;1868.75;2670.3;intr;
BD126-2;PIR Takex Outdoor Dual Pet 90Deg MS-12TE;1928.00;1349.00;1551.35;2217.2;intr;
BD126-3;PIR Takex O/Door W/Less Dual Pet 180 Deg;3270.00;2289.00;2632.35;3760.5;intr;
BD126-4;PIR Takex Outdoor Dual Zone 180 Deg AM;2665.00;1865.00;2144.75;3064.75;intr;
BD127;PIR Takex O/Door Dual 180 Degree OMS-12F;2168.00;1517.00;1744.55;2493.2;intr;
BD127-6;Takex Theft Resistant Bracket and Lock;572.00;394.00;453.1;657.8;intr;
;OPTEX PERIMETER BEAMS;;;0;0;intr;
BD83;BEAM - Optex AX130TN Dual 40M;1620.80;1134.50;1304.675;1863.92;intr;
BD83-1;BEAM - Optex SL-350QN Dual 100M;6346.00;4442.00;5108.3;7297.9;intr;
BD83-2;BEAM - Optex SL-650QN Dual 200M;7012.00;4908.00;5644.2;8063.8;intr;
